Date,RET 1,target,RET_2,RET_3,RET_4,RET_5,RET_6,RET_7,RET_8,RET_9,VOL 1,sma_10,sma_21,sma_50,sma_200,RSI 13,RSI 21,RSI_Spread,dev_ret1_13,ret_dev_ratio
2010-11-24,0.014774203,-0.011647224,8.3208084e-05,-0.0007482171,0.0020006895,0.016748428,0.017264724,0.0014163256,0.0,-0.011838257,-0.37003857,1.1202423333821774,1.115786631872978,1.0992630396534766,1.072592735710407,54.36240692408156,56.416332465518174,-0.03640657681340732,0.00916549468254686,1.6119373598687958
2010-11-26,-0.011647224,0.0030303001,0.0029548407,-0.01156503,-0.012386739,-0.00966984,0.0049061775,0.0054163933,-0.010247409,-0.011647224,-0.45726585,1.1195380460682505,1.115837209144068,1.0995595350262335,1.0727403776237132,47.65866678212817,51.76916324704697,-0.07940048104125516,0.009553612335622005,1.2191435047915011
2010-11-29,0.0030303001,-0.0056227446,-0.00865221,0.0059942007,-0.008569777,-0.00939393,-0.0066688657,0.00795126,0.008463144,-0.007248163,1.9423599,1.1192801393701959,1.115928728914093,1.0999034699576191,1.0728942461887827,49.39700360205529,52.81851628634365,-0.06477865954695511,0.009540005889082286,0.31764132806760387
2010-11-30,-0.0056227446,0.021267653,-0.0026094913,-0.014226258,0.00033771992,-0.014144301,-0.014963865,-0.012254119,0.0022838116,0.002792716,0.04600382,1.1188982363748394,1.115928728914093,1.1001241655808305,1.073015320794162,46.29688472520914,50.66442278503721,-0.08620522685828252,0.009454536251676027,0.5947139458315518
2010-12-01,0.021267653,0.0128088,0.015525341,0.018602729,0.006738782,0.021612525,0.006822586,0.0059854984,0.008752942,0.023600101,-0.055116773,1.1196050041066337,1.116227371938983,1.1004866633388386,1.0731640695950564,57.23316587016812,57.50819502250576,-0.004782434090132811,0.011317708581650283,1.8791482708857268
2010-12-02,0.0128088,0.0026925802,0.034348845,0.028532982,0.031649828,0.019634008,0.034698248,0.019718766,0.018871069,0.021673918,-0.13492572,1.1206812746364525,1.1165994705696836,1.1009579620390175,1.0733252716994777,62.34300359679049,61.001981152114936,0.02198326053266319,0.011296379190045202,1.1338854271942238
2010-12-03,0.0026925802,-0.0010578632,0.015535831,0.037133932,0.031302452,0.034427524,0.022379398,0.03748417,0.022464395,0.021614432,-0.20879638,1.121407881927175,1.1169535068736391,1.1014937162550134,1.07348785759813,63.35292451848876,61.70586123516221,0.026692169112583375,0.01126615633882712,0.23899723580116863
2010-12-06,-0.0010578632,0.00057017803,0.001631856,0.014461637,0.03603685,0.030211449,0.0333333,0.021297932,0.03638673,0.021382809,-0.31884956,1.122020414592065,1.1170137170794145,1.1019031378173705,1.0736483679110047,62.63604535830074,61.24860518471994,0.022652600322838574,0.01014406477541032,0.10428395903365502
2010-12-07,0.00057017803,0.00366354,-0.00048822165,0.0022029877,0.01504004,0.03662765,0.030798912,0.033922553,0.021880269,0.03697765,1.004658,1.1226751049006745,1.117026963398184,1.1023445294571985,1.0738285269829273,62.88106386266927,61.4102850291085,0.023950040825630785,0.01014290094390087,0.05621449278416213
2010-12-08,0.00366354,0.0038936138,0.0042358637,0.0031735897,0.005874634,0.018758774,0.04042542,0.034575343,0.03771043,0.025623918,-0.3318882,1.123872891309928,1.1171220956335577,1.1027884990816161,1.0740009372083192,64.5022125934029,62.46729984245245,0.03257564767618686,0.009571999297678924,0.38273507681545343
2010-12-09,0.0038936138,0.005817771,0.007571459,0.008145928,0.007079482,0.009791136,0.022725344,0.04447639,0.038603544,0.04175079,-0.10371089,1.1247557327622082,1.1173809997021398,1.1032675325223742,1.0741820648728622,66.2076752812125,63.58447203947109,0.041255406510460904,0.009582375066464376,0.40633076750816954
2010-12-10,0.005817771,0.0006426573,0.009734035,0.013433218,0.014011145,0.01293838,0.015665889,0.028675318,0.050552845,0.044645905,-0.049580872,1.1261643092820666,1.1176676008696218,1.1038012245080604,1.0743721866720615,68.65483629348908,65.21518766064632,0.052743061182945805,0.009582469041107886,0.6071265070608723
